Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2016,53886,33.56,799,53.3,5,3.07
2011,50058,25.6,1197,80,5,3.84
2016,64000,30.8,998,67.04,5,4.2
2018,41641,25.15294118,1396,88.7,5,10.82
2016,44345,32.11764706,1498,98.6,5,6.1
2011,45501,22.66666667,1497,118,5,3.1
2001,104000,18.26666667,1468,85.8,5,1
2012,50297,22.6,1498,97.6,5,4.69
2011,87000,15.6,2354,177.6,5,5.4
2016,120000,17.76470588,2179,140,7,12
2018,17000,24.8,1197,81.83,5,6.5
2014,100000,27.15294118,1461,63.1,5,3
2015,50979,25.49333333,1373,91.1,5,6.9
2011,41000,24.16470588,1598,103.6,5,4
2011,24000,22.66666667,1197,80,5,4.25
2008,44738,19.37333333,1798,138.1,5,5.1
2014,37298,29.52941176,1498,98.6,5,4.9
2014,42000,27.2,1197,81.8,5,3.6
2016,45000,16.71764706,2143,203,5,34
2015,102000,15.28235294,2494,100.6,7,8.25
2011,70000,21.46666667,1298,88.2,5,1.3
2018,27467,22.67058824,2143,167.62,5,39.05
2015,15305,25.2,1197,82,5,3.75
2010,70000,25.2,998,67.1,5,2.1
2016,36778,26.78823529,1498,98.59,5,8.8
2015,25845,21.96,1198,74,5,5.84
2018,33858,22.68,1591,121.3,5,9.03
2017,12000,32.05333333,999,67,5,3.25
2013,33709,22,1198,86.8,5,4.9
2018,32709,24.21333333,1196,86.8,5,6.46
2014,72000,13.52941176,2982,171,7,18.5
2013,31000,29.41176471,1396,69.01,5,2.7
2016,70000,30.38823529,1498,99,5,4.6
2014,61000,27.52941176,1248,74,5,5.35
2011,72000,27.15294118,1461,63.1,5,2.3
2016,49000,22.70588235,1968,141,5,15.45
2014,42939,19.95294118,1968,138.03,5,12.49
2016,32545,14.2,2967,241.4,7,48.76
2011,54000,22.66666667,1197,80,5,3.2
2012,76000,18.90588235,1995,181,4,8.75
2015,27000,24.92941176,1396,88.73,5,5.99
2005,120000,14.94117647,2609,116.6,8,2.9
2012,125000,14,3197,,,18
2011,37000,23.52941176,1399,68.05,5,1.8
2012,42000,13.06666667,2354,180,5,6.25
2013,60000,25.76470588,1396,88.76,5,5.45
2018,3000,19.24705882,2179,187.7,5,52.5
2013,44000,22.8,1591,121.4,5,5.6
2014,37000,23.2,1497,117.3,5,6.45
2012,50000,24.66666667,1197,82.85,5,3.7
2013,58581,25.86666667,1198,86.8,5,3.49
2013,25500,25.76470588,1396,88.76,5,3.55
2017,25000,13.86666667,2393,163.5,5,9
2011,53766,25.33333333,998,66.1,5,2.7
2011,45271,23.88235294,,,,2.6
2006,68000,26.26666667,796,46.3,5,1.5
2017,40000,18.82352941,2179,140,7,15.9
2013,73212,26.94117647,1248,74,5,5.2
2014,69000,20.05882353,1995,184,5,16.25
2007,61932,16.82352941,1968,140,5,3.31
2012,52000,18.92941176,1995,184,5,24
2011,150000,24.66666667,1197,85.8,5,2.5
2013,70933,25.76470588,1396,88.76,5,3.9
2013,115195,29.64705882,1248,74,5,3.85
2011,62148,15.6,1796,178,5,8.8
2009,32000,19.04,1798,138.03,5,4.95
2014,58000,26.25882353,1582,126.32,5,5.75
2014,68598,22.36470588,1461,108.45,5,6.17
2010,84072,20.94117647,1248,75,5,3.45
2016,51264,32.09333333,998,67.1,5,3.2
2017,21363,17.33333333,1591,121.3,5,13.49
2016,40000,20.05333333,1991,183,5,24.5
2015,35000,13.46666667,2354,152,5,14.7
2014,55000,26.70588235,1498,89.84,5,6
2016,43252,15.29411765,2143,204,5,34.18
2014,42000,28.23529412,1120,70,5,3.5
2006,69000,22.13333333,1388,68,5,2.15
2018,14000,20.70588235,1582,126.2,5,11.25
2010,70000,25.33333333,998,66.1,5,2
2015,35314,27.29411765,1248,73.94,5,4.27
2017,38691,23.73333333,1497,117.3,5,7.68
2017,72717,15.28235294,2494,100.6,7,14.52
2011,82000,15.73333333,3498,272,7,16.85
2015,44000,24.87058824,1498,103.52,5,5.75
2017,27000,21.06666667,1499,110,5,8.3
2014,18500,30.8,998,67.04,5,3.95
2014,45000,20.05333333,1598,103.6,5,4.8
2011,173000,15.88235294,2400,215,5,12
2017,42000,27.75294118,1364,67.04,5,6.25
2012,90000,22.82352941,1405,70,5,2.5
2014,82329,24,1497,117.3,5,7.5
2010,80302,22.66666667,1497,118,5,3.5
2005,105000,22,1896,66,5,1.99
2009,60000,19.37333333,1798,138,5,2.25
2014,70000,22.37333333,1496,88.73,5,3.25
2016,45000,20.05882353,1995,184,5,28.5
2006,44000,21.86666667,1497,78,5,1.5
2017,25500,26.51764706,1396,88.73,5,7
2014,68000,15.29411765,2987,261.5,5,27.5
2015,61786,23.14117647,1582,126.2,5,10.5
2014,65000,18.50588235,1968,174.33,5,21.5
2016,77000,14.85882353,2179,147.5,5,35
2015,34000,25.48235294,1498,103.52,5,7.99
2015,59751,30.8,998,67.04,5,4.88
2013,23312,14.73333333,2894,444,4,40.5
2015,30000,27.64,1373,91.1,5,6.55
2015,60146,16.65882353,1968,174.3,5,29.64
2013,44731,23.52941176,1399,68,5,4.34
2014,43316,25.17333333,999,123.37,5,6.22
2009,92000,22.66666667,1497,118,5,2.25
2015,50000,19.24705882,2179,187.7,5,38
2008,69000,27.2,1197,81.8,5,2.15
2014,60280,26.44705882,1995,190,5,22.45
2017,48161,17.64705882,2143,107.3,5,20.87
2013,41000,25.86666667,1198,86.8,5,3.1
2016,6000,24.8,1197,81.83,5,5.95
2006,133000,19.76470588,1405,68,5,0.86
2010,76000,13.52941176,2982,171,7,9.25
2011,15590,26.41333333,1086,68.05,5,2.25
2016,69681,22.66666667,1197,80,5,6.13
2006,70362,20.53333333,1590,,5,1.81
2014,49112,20.66666667,1198,86.7,5,3.79
2017,25000,15.68235294,2993,255,5,160
2011,74000,27.75294118,1364,,5,3.6
2013,15200,22.6,1197,78.9,5,3.85
2013,86300,25.96470588,1199,73.9,5,4.5
2018,26731,28.13333333,998,100,5,8.61
2016,74000,25.76470588,1396,88.76,5,6.5
2005,83929,15.06666667,1794,125,5,2.6
2015,65000,15.28235294,2494,100.6,7,15
2017,20000,30.8,998,67.04,5,4.7
2015,122086,22.70588235,1968,141,5,12.99
2018,35442,23.06666667,1497,117.3,7,7.32
2015,62542,28.11764706,1582,126.2,5,6.5
2012,26671,22.66666667,1497,118,5,5.67
2014,83500,23.15294118,1399,67,5,3
2015,46166,30.83529412,1248,88.5,5,5.5
2015,25200,25.2,998,67.1,5,3.35
2015,35463,17.57647059,2967,241.4,5,25.02
2017,23249,25.54666667,2487,175.67,5,26.11
2016,40310,24.8,1197,81.83,5,7.09
2012,82069,21.4,1586,103.3,5,2.65
2018,10000,25.2,1197,81.86,5,6.5
2012,94000,25.96470588,1199,73.9,5,4.5
2016,45000,18.78823529,2993,258,5,57
2012,52818,21.96,1198,73.9,5,3.82
2013,61238,24.05882353,1461,83.8,5,5.25
2016,54253,19.56,1798,177.46,5,16.81
2013,71000,16.65882353,1968,174.3,5,21.5
2017,20000,32.22352941,1248,74,5,8.5
2013,75000,21.96,1198,73.9,5,3.25
2019,11827,15.88235294,2477,175.56,6,27.11
2015,51579,27.64,1373,91.1,5,5.95
2015,65178,23.37647059,1461,83.8,5,6.79
2016,25350,28.13333333,814,55.2,5,2.55
2008,92000,14.4,2354,152,5,3.7
2014,45000,22.68,1591,121.3,5,6.75
2015,46000,19.04,1798,138.03,5,6.95
2011,79940,20.66666667,1586,103.3,5,2.78
2016,28851,21.96,1198,73.9,5,6.18
2015,63000,16.65882353,1968,174.3,5,36
2012,77283,22.66666667,1497,118,5,5.81
2014,38958,30,998,67.04,5,3.41
2018,8900,15.88235294,2477,175.56,6,26.5
2015,38000,19.6,1798,177.5,5,16
2017,44887,23.14117647,1582,126.2,5,12.13
2009,85000,26.26666667,796,46.3,5,1.8
2013,100000,22.4,1497,116.3,5,6.25
2016,26239,30.26666667,799,53,5,2.75
2011,97000,20.78823529,1968,138.08,5,6
2013,28000,19.73333333,1595,120.7,5,11.56
2014,20364,22.94666667,1197,103.6,5,5.2
2014,64637,26.78823529,1498,98.59,5,7.52
2017,15731,20.38666667,1591,121.3,5,12.49
2019,56251,16.75294118,2755,174.5,7,35.82
2017,28000,27.8,1197,83.14,5,6.25
2015,20045,22.66666667,1197,80,5,6.22
2016,34004,20.53333333,1497,117.3,7,8.02
2014,21000,30.8,998,67.04,5,3.75
2009,68001,14.57333333,3498,272,5,11.75
2012,31000,27.14666667,1197,78.9,5,2.25
2013,8950,23.61333333,1197,78.9,5,3.55
2017,43477,17.64705882,2143,204,5,38.15
2015,20000,28.13333333,814,55.2,5,2.66
2014,47200,33.54,998,67.04,5,2.85
2011,60000,22.66666667,1497,118,5,4.95
2003,111000,17.33333333,2987,210,5,6.5
2016,52000,29.41176471,1396,69.01,5,2.4
2016,26000,20.38666667,1591,121.3,5,12.5
2013,32425,27.34666667,998,67.04,5,3
2017,54758,33.41176471,1248,73.75,5,6.67
2008,59833,18.4,1299,70,5,1.97
2013,30000,21.96,1198,73.9,5,2.8
2011,40496,27.14666667,1197,78.9,5,2.65
2014,45000,21.41176471,1248,73.74,8,4.75
2003,75000,,,,,16.11
2011,34000,14,1796,157.7,5,19
2012,62000,20.94117647,1248,75,5,4.5
2012,123600,17.76470588,2179,140,7,8.25
2014,80102,23.61333333,1197,78.9,5,3.5
2013,55000,17.76470588,2179,140,7,8.5
2015,48200,20.38666667,1591,121.3,5,9
2014,90000,30.58823529,1498,98.6,5,6.75
2014,123900,22.70588235,1248,73.9,5,5.4
2015,13008,27.34666667,998,67.04,5,3.5
2012,60500,28.13333333,814,55.2,5,2.6
2017,53841,13.36470588,2755,171.5,7,20.5
2017,47183,21.06666667,1591,121.3,5,11.31
2018,10000,27.34666667,998,67.04,5,4.5
2015,45000,13.29411765,2987,254.8,7,56
2017,3923,30.8,998,67.04,5,5.2
2011,85000,14.17647059,2179,120,8,5.25
2018,6279,30.26666667,799,53.64,5,3.6
2014,74500,24.94117647,1248,75,5,3.3
2013,42000,26.70588235,1582,126.24,5,5.85
2014,56510,25.46666667,1197,85.8,5,3.9
2009,88000,19.47058824,1968,140,5,7.98
2014,36631,22,1198,86.8,5,4.3
2011,34000,25.2,998,67.1,5,2.25
2013,49000,26.41333333,1086,68.05,5,3.2
2012,65254,26.25882353,1582,126.32,5,6.55
2014,95000,26.25882353,1582,126.32,5,6.9
2009,83000,27.29411765,1248,73.94,5,2.95
2017,101065,24.11764706,1582,126.2,5,11.45
2017,15134,28.53333333,1197,83.1,5,6.37
2011,72000,26.25882353,1582,126.3,5,5
2012,120000,26.23529412,1248,74,5,2.6
2010,45000,24.66666667,1197,80,5,1.9
2015,54996,21,2967,300,4,60.95
2017,22874,20.13333333,1196,73,5,4.44
2012,58000,26.69411765,1995,190,5,15.3
2016,86000,29.96470588,1248,88.5,7,8.2
2014,69000,22.53333333,1197,81.86,5,5.25
2016,55001,22.57333333,1197,103.2,5,8.5
2015,28000,18.50588235,1968,174.33,5,23.75
2013,53213,26.41333333,1086,68.05,5,2.74
2016,44340,19.95294118,1968,138.03,5,13.83
2017,16900,28.13333333,998,100,5,6.99
2009,57000,26.41333333,1086,68.05,5,2.25
2013,83165,15.05882353,2494,102,8,11.49
2012,24735,24.8,1199,79.4,5,2.87
2005,65175,15.05882353,2494,102,8,3.25
2009,60000,13.06666667,2354,180,5,3.5
2017,60357,29.78823529,1198,77,6,4.49
2011,77000,25.96470588,1199,73.9,5,2.9
2014,85301,16.53333333,1998,132,8,12.36
2011,50000,13.87058824,2179,120,8,6
2010,58000,19.36470588,2993,258,5,31
2015,39000,30.11764706,1498,98.6,5,5.49
2015,46190,25.96470588,1199,73.9,5,5.86
2015,83000,18.82352941,2179,140,7,9
2016,33000,21.45333333,1598,103.5,5,7.7
2017,27279,23.2,1497,117.3,5,9.47
2014,53900,16.65882353,1968,174.3,5,29
2012,63998,22.66666667,1497,118,5,5.42
2016,57932,27.2,1197,81.8,5,6.39
2015,25000,30.32,796,47.3,5,2.75
2011,169000,23.52941176,1399,68,5,2.5
2012,53000,23.89333333,1086,62.1,5,2.35
2015,43053,25.2,998,67.1,5,4.65
2014,75000,30.58823529,1498,98.6,5,6
2012,89000,22.4,1497,116.3,5,3.5
2014,75578,29.52941176,1498,98.6,5,7
2014,46676,22.66666667,1591,121.3,5,7.75
2014,51349,32.09333333,998,67.1,5,2.93
2014,34233,16.71764706,2143,203,5,22.5
2014,39626,13.17647059,2993,241,4,40.66
2008,82500,18.66666667,1061,64,5,1.75
2015,63000,23.2,1461,108.45,5,8.2
2011,77001,14.17647059,2179,120,8,4.49
2016,43000,12.83529412,3198,197.2,7,26.5
2011,61111,25.33333333,998,67.1,5,2.6
2005,79000,22.66666667,,,,1.65
2011,43000,27.14666667,1197,78.9,5,2.49
2013,47000,22,1198,86.8,5,5.4
2017,34000,27.34666667,998,67,5,4.35
2018,22060,21.77647059,1968,147.51,5,32.73
2012,63000,,2987,165,5,26
2011,80000,25.2,998,67.1,5,2.5
2015,13506,21.47058824,1968,187.74,5,21.66
2016,16000,33.56,799,53.3,5,2.99
2016,31006,32.93333333,796,47.3,5,2.61
2013,91200,15.28235294,2494,100,8,8.25
2015,43000,19.37333333,1794,138.1,5,12.5
2015,45000,30.38823529,1498,99,5,5.5
2014,28637,25.86666667,1198,86.8,5,5.53
2004,69870,18.93333333,1597,92,5,1.1
2014,84000,14.17647059,2179,120,7,6.85
2007,84143,17.33333333,2987,210,5,17.09
2012,77000,14.17647059,2179,120,8,4.93
2012,75000,14.57647059,2179,147.51,5,17.5
2011,76155,24.8,1199,79.4,5,1.95
2014,98000,26.94117647,1248,74,5,6.1
2008,48233,17.86666667,1794,125,5,1.8
2015,63000,15.55294118,2967,241.4,5,34.5
2015,34063,28.13333333,814,55.2,5,4.01
2013,32576,26,1199,88.76,5,3.15
2015,28843,22.68,1499,110.5,5,5.49
2016,26000,23.05882353,1461,108.45,5,10
2013,39000,20.8,1497,116.3,5,4.55
2010,66000,26.26666667,796,46.3,5,1.5
2011,38002,27.14666667,1197,78.9,5,2.15
2010,49000,24,995,62,5,1.4
2014,52000,24.87058824,1498,103.6,5,6.2
2013,56500,20.8,1968,174.33,5,19.8
2015,20568,24.93333333,1199,88.7,5,5.6
2015,26000,20.38666667,1591,121.3,5,9.5
2012,56000,24.8,1199,79.4,5,2.21
2017,27509,30.26666667,799,53.64,5,3.31
2016,36216,25.46666667,1197,81.86,5,5.44
2009,28888,13.33333333,2496,157.7,5,7.56
2011,120000,26.94117647,1248,74,5,3.2
2018,31396,30.8,998,67.04,5,5.53
2015,79000,22.70588235,1968,141,5,17
2010,62000,22.4,1497,118,5,3.55
2006,120000,12,2997,218,5,2.65
2016,53000,19.56,1798,177.46,5,17.85
2010,124313,15.28235294,2494,100.6,8,7.96
2015,26725,30.8,998,67.04,5,4.25
2014,45617,24.43529412,1248,88.76,7,5.85
2013,37000,23.52941176,2143,107.3,5,13
2010,109147,16.47058824,2498,112,8,2.65
2014,59000,30.35294118,1498,98.6,5,4.75
2015,28000,33.56,799,53.3,5,2.65
2017,4700,33.56,799,53.3,5,3
2014,72469,14.2,2967,241.4,7,32.52
2014,57539,26.25882353,1582,126.32,5,7.75
2016,42000,13.36470588,2755,171.5,7,19.6
2010,62489,22.66666667,1197,80,5,2.6
2013,51167,21.96,1198,73.9,5,3.76
2012,130000,24.16470588,1598,103.6,5,4.75
2007,63000,23.6,1497,78,5,1.75
2011,60000,21.6,1599,103.2,5,3.95
2005,123200,17.6,1495,94,5,1
2011,115692,23.52941176,1968,138.1,5,4.5
2011,87073,14.57333333,2497,204,5,17.23
2015,40901,24.8,1197,81.83,5,5.76
2013,36264,27.14666667,1197,78.9,5,4.32
2009,60000,26.41333333,1086,68.05,5,1.9
2018,20000,22.66666667,1198,74,5,5.5
2014,68400,17.30666667,2494,178.4,5,13.5
2013,71231,18.82352941,2179,140,7,9.75
2011,75000,20.23529412,1968,138.1,5,9.44
2018,1997,30,998,67,5,4.45
2016,47300,28.58823529,1248,88.5,5,8.85
2012,61449,,1086,62,5,2.15
2013,47910,24.16470588,1598,103.6,5,4.89
2015,62000,23.69411765,1498,88.8,5,6.25
2012,65060,26.94117647,1248,74,5,4.8
2008,82203,26.41333333,1086,68.05,5,1.8
2013,44000,18.82352941,2179,140,7,7.25
2014,53817,29.96470588,1248,88.5,7,7.56
2013,61591,18.82352941,2179,140,7,6.82
2011,86500,24.84705882,1248,88.8,5,1.8
2009,100000,12.94117647,2987,198.5,5,11.5
2010,87000,20.8,1586,104.68,5,2.8
2016,35000,27.34666667,998,67,5,5.5
2016,6000,27.50666667,1198,67.06,5,2.7
2014,59327,23.52941176,1399,68,5,3.25
2014,81001,20.23529412,1968,138.1,5,10.9
2014,44612,24.66666667,1197,80,5,4.07
2016,42388,13.36470588,2755,171.5,7,18
2012,54000,25.86666667,1198,86.8,5,2.95
2011,83010,20.23529412,1968,138.1,5,7.5
2016,65405,15.29411765,2143,204,5,32.73
2015,36000,14.76470588,2982,168.7,7,21.5
2008,85000,22.01333333,1586,103.2,5,2.5
2016,35000,32.11764706,1498,98.6,5,5.5
2012,54000,19.37333333,1794,138.1,5,7.5
2007,70000,22.53333333,1497,100,5,1.55
2017,27001,24.32941176,1995,190,5,29
2019,41075,33.41176471,1248,74,5,8.4
2016,26000,29.78823529,1198,77,6,6.5
2010,55000,21.33333333,1198,90,5,2.35
2016,19000,27.2,1197,81.8,5,5.55
2016,15000,25.2,1197,82,5,5.35
2016,37000,23.73333333,1198,86.7,5,5.25
2017,38712,25.2,1197,81.86,5,5.87
2014,52400,24.16470588,1598,103.6,5,5.36
2016,23988,33.04705882,1248,88.5,5,7.75
2014,32283,19.2,1598,103.6,5,5.41
2010,52000,24.66666667,1197,80,5,3.65
2016,32000,22,1198,86.8,5,5.25
2014,39000,23.2,1497,117.3,5,6.25
2017,14149,31.86666667,624,37.48,4,3.47
2006,103000,13.50666667,3498,364.9,5,8.85
2004,82000,18.66666667,1061,64,5,0.85
2015,34000,18.26666667,1798,157.75,5,13.65
2016,45180,14.2,2967,241.4,7,50.22
2018,2000,29.33333333,1197,81.8,5,7.75
2011,82321,15.05882353,2494,102,7,10.05
2011,7000,16.06666667,1995,154,5,9.75
2015,27000,21.05882353,2143,136,5,23
2019,31271,16.09411765,2393,147.8,8,21.42
2003,55000,21.2,1298,,5,0.7
2014,24000,29.64705882,1248,74,5,5.21
2009,147000,15.28235294,2494,100.6,7,7.5
2012,72351,27.75294118,1364,,5,2.65
2010,115000,24.8,1199,79.4,5,1.75
2010,82000,16.23529412,1399,68,5,1
2016,20000,22.67058824,2143,170,5,33
2011,45560,23.46666667,1496,88.73,5,2.2
2017,57539,15.05882353,2494,102,7,12.83
2018,20004,20.63529412,2993,313,4,68.94
2012,54500,24.85882353,1498,108.4,5,4.1
2016,27886,29.33333333,814,55,5,2.85
2007,66000,14.8,2354,158.8,5,3.7
2013,72202,23.52941176,1968,138.1,5,9.06
2011,70000,17.86666667,1798,157.8,5,4.75
2015,78233,30.58823529,1498,98.6,5,6.6
2007,120203,16.38823529,2179,138,7,3.5
2011,20575,25.33333333,998,67.1,5,2
2013,39879,23.73333333,1198,86.7,5,3.89
2017,31056,30.68,999,67,5,3.6
2015,50940,25.49333333,1373,91.1,5,6.95
2016,99362,26.51764706,1396,88.73,5,7.03
2016,54000,16.09411765,2393,147.8,7,16.5
2016,54268,33.04705882,1248,88.5,5,7.67
2012,94521,17.34117647,2993,270.9,5,23.19
2017,38932,25.46666667,1197,82,5,6.21
2015,60395,18.96470588,2967,245,5,45.82
2016,29000,28.70588235,1120,71,5,5.95
2011,58000,19.47058824,1968,140,5,11
2016,60913,27.64,1373,91.1,5,7.19
2011,65000,15.05882353,2494,102,8,6.4
2015,26000,18.58823529,2148,170,5,26
2016,19947,27.14666667,1197,78.9,5,4.5
2011,70816,22.6,1197,78.9,5,3.1
2015,54000,32.22352941,1248,74,5,5.95
2008,138000,24.26666667,1061,64,5,1.2
2014,35000,19.36470588,2993,258,5,52
2015,50000,13.32941176,4134,335.2,7,48
2011,124652,13.76470588,2993,245,5,21.99
2013,80264,28.13333333,1197,85.8,5,4.3
2013,125600,25.45882353,1461,84.8,5,3.75
2015,49000,19.04,1798,138.03,5,8.95
2012,111000,27.75294118,1364,67.1,5,4.75
2016,33690,19.04,1798,138.03,5,14.6
2012,50000,20.8,1968,174.33,5,17.5
2012,38092,24.43529412,1248,88.8,7,5.2
2017,47774,25.2,1197,82,5,6.04
2009,167000,22.45882353,1396,69,5,2.7
2019,65000,31.28235294,1248,74,5,6.75
2011,46000,20.34666667,1598,103.5,5,2.35
2017,16500,31.78666667,1199,84,5,5
2016,39000,23.73333333,1497,117.3,5,6.95
2018,6000,26,1199,86.76,5,6.7
2015,60000,20.12941176,1968,174.33,5,25
2011,97320,19.2,1598,103.6,5,3.75
2011,99807,24.16470588,1598,103.6,5,3.75
2013,46000,22.66666667,1497,118,5,5.1
2010,12000,30,998,67.04,5,2.45
2005,13002,12.4,2771,193.1,5,3.25
2014,26000,30.58823529,1498,98.6,5,5.5
2014,68365,26.6,998,58.16,5,3.77
2016,27833,,2987,165,5,49.24
2016,51639,30.32,796,47.3,5,3.04
2015,21000,24.8,1197,81.83,5,4.9
2013,90000,26.70588235,1498,89.84,5,6.25
2015,36255,23.04705882,1995,184,5,33
2011,58000,13.76470588,2993,245,5,27
2014,48997,24,1198,86.7,5,5.21
2014,31130,21.13333333,1499,110.4,5,5.75
2012,75668,17.34117647,2993,270.9,5,16.58
2015,12000,19.37333333,1798,138,5,11
2014,90000,27.14666667,1197,78.9,5,2.8
2019,17320,18.58823529,2148,170,5,37.99
2011,85000,23.52941176,1968,108.5,5,3.65
2007,130000,15.41176471,2499,141,7,6
2013,60328,20.8,1196,70,5,4.54
2015,34327,24,1198,86.7,5,5.4
2014,75000,22.47058824,1405,70,5,3.3
2012,86000,17.29411765,1985,163,5,18.25
2017,12000,30.26666667,799,53,5,3.1
2013,57759,28.13333333,814,55.2,5,3.84
2016,24300,30.32,796,47.3,5,2.44
2011,66000,21.96,1198,73.9,5,3.6
2015,75915,27.14666667,1197,78.9,5,3.9
2013,107000,22.6,1498,97.7,5,2.9
2008,86000,19.37333333,1798,138.1,5,3.5
2009,160000,21.29411765,1493,110,5,3.5
2019,3000,32.93333333,796,47.3,5,3.5
2015,72495,25.76470588,1396,88.76,5,7
2016,33000,22.44705882,1582,126.2,5,8.7
2014,60000,14.2,2967,241.4,7,45
2016,80103,29.41176471,1396,69,5,1.8
2007,42100,24,995,62,5,0.99
2018,4500,25.2,1197,81.86,5,4.8
2014,97000,14.76470588,2982,169,7,17.95
2016,50000,,72,41,5,13
2017,51223,25.2,1197,81.86,5,5.66
2009,64000,22.66666667,1497,118,5,3.1
2016,56911,24.8,1197,81.86,5,6.54
2015,147848,15.05882353,2494,102,8,13.2
2018,21290,17.33333333,4951,395,4,56.8
2019,14076,13.36470588,2755,171.5,7,19.4
2007,75180,24.26666667,1061,64,5,1.65
2013,92000,26.94117647,1248,74,5,4.35
2015,57266,24.11764706,1248,91.72,5,6.5
2007,64000,24.26666667,998,67.1,5,1.11
2013,41000,23.37647059,1461,83.8,5,5.5
2012,45999,12.35294118,2835,107.2,6,11
2015,50000,30.8,998,67.04,5,3.9
2013,70000,21.03529412,1405,48.21,5,1.8
2016,37540,24.8,1197,81.86,5,6.22
2014,44000,30.8,998,67.04,5,4.3
2017,22500,25.2,1197,81.86,5,5.99
2017,17431,24.8,1197,81.83,5,6
2014,61566,22.8,1591,121.3,5,5.85
2014,61730,14.57647059,2179,147.51,5,19.94
2009,68000,21.46666667,1298,88.2,5,2.9
2014,29000,24,1198,86.7,5,4.25
2010,156210,25.21176471,1364,87.2,5,5.99
2013,46500,32.23529412,1498,98.6,5,3.3
2009,52830,19.72941176,2967,241.38,5,8.08
2017,39867,30,998,67.04,5,4.5
2014,58972,28.47058824,1498,98.6,7,6.5
2006,66000,13.46666667,2354,152,5,3.9
2013,52000,22.8,1591,121.3,5,5.25
2014,58000,13.78823529,2199,194.3,7,17
2012,58000,22.6,1197,78.9,5,3.5
2008,75000,20.82352941,1399,68,5,3
2015,41008,27.14666667,1197,78.9,5,4.87
2014,65000,28.70588235,1120,71,5,6
2015,19000,21.4,1968,174.5,5,15.5
2008,74000,22.13333333,1388,68,5,1.6
2017,33000,28.53333333,1197,83.1,5,7.25
2010,95000,20,1896,105,5,3.25
2012,34000,24.28235294,1498,108.5,5,3.4
2014,102865,14.2,2967,241.4,7,30.5
2016,52378,22.66666667,1591,121.3,5,7.97
2012,38000,17.45882353,2143,170,5,13.51
2015,60334,30.35294118,1498,98.6,5,5.43
2010,107000,22.13333333,1388,68,5,2.6
2013,445000,24.66666667,1197,82.9,5,4.45
2017,2196,30.32,796,47.3,5,2.75
2010,24000,14.13333333,2996,258,5,8.75
2015,44846,19.46666667,1368,88.7,5,5.41
2018,64035,33.41176471,1248,73.75,5,8.55
2014,45600,17.76470588,2179,140,7,8.25
2014,102001,13.05882353,2400,200,7,23.58
2014,47439,27.14666667,1197,78.9,5,4.49
2010,193254,13.52941176,2982,171,7,12.99
2016,29000,29.2,624,37.48,4,2.8
2016,51681,23.50588235,1461,108.5,8,8.43
2015,50000,14.2,2967,241.4,7,47.5
2016,42666,24,1497,117.3,5,8.95
2013,65000,22.36470588,1461,108.45,5,5.5
2014,18776,23.73333333,1198,86.7,5,4.75
2016,6714,24,1198,86.7,5,4.75
2009,40000,16.06666667,1995,154,5,9.5
2011,88539,27.29411765,1248,73.94,5,3.77
2012,65055,22.66666667,1497,118,5,4.25
2014,23000,22.21176471,1995,184,5,19.9
2009,60000,17.64705882,1896,105,5,4
2013,59350,25.46666667,1197,85.8,5,4.16
2015,19000,19.24705882,2179,187.7,5,38
2016,45560,22.53333333,1197,82,5,6.34
2009,118000,15.05882353,2494,102,8,4.5
2016,55000,20.13333333,1196,73,7,3.75
2012,60000,17.88235294,1968,140.8,5,10.2
2007,145000,15.05882353,2494,102,8,5
2008,46810,13.06666667,1995,163.5,5,3.95
2016,62767,23.92941176,1498,103.2,5,9.75
2018,18553,24.8,1197,81.86,5,7.93
2011,143143,20.94117647,1399,67,5,2.1
2015,53497,15.88235294,2477,175.56,7,16.42
2011,148000,17.24705882,2199,194.3,7,8.9
2012,95000,17.76470588,2179,140,7,7.21
2015,100000,15.05882353,2494,102,8,13.5
2016,29000,13.61176471,2987,254.79,5,65
2014,87000,14.17647059,2179,120,7,7.4
2014,56838,22.4,1497,118,5,5.15
2013,100000,14.11764706,2987,224,7,32
2011,125000,22.66666667,1497,118,5,3.25
2017,17000,30,998,67,5,3.95
2013,70000,20.53333333,1193,65,5,1.5
2010,50000,22.66666667,1197,80,5,3
2010,39800,21.33333333,1198,90,5,1.99
2010,60000,25.33333333,998,66.1,5,1.35
2009,58000,18.90588235,1995,181,5,13.5
2010,110009,20.78823529,1968,138.08,5,6.99
2013,85000,22.36470588,1461,108.5,5,8.5
2010,84000,25.96470588,1199,73.9,5,2.89
2011,51000,26.69411765,1995,190,5,10.5
2013,68880,22.6,1498,97.7,5,3.97
2017,5500,32.09333333,998,67.1,5,4.25
2016,40052,28.13333333,1197,85.8,5,6.17
2016,47293,16.65882353,1968,174.3,5,38.72
2013,79663,19.76470588,1493,110,5,6.5
2013,63000,30.35294118,1498,98.6,5,4.25
2014,45000,30.58823529,1498,98.6,5,4.75
2014,56501,15.17647059,2755,174.5,7,17.71
2015,58000,23.92941176,1498,103.2,5,5.85
2011,51602,26.44705882,1995,190,5,17.27
2007,74199,18.90588235,1995,181,5,9.25
2017,25000,17.33333333,1591,121.3,5,12.75
2016,70000,25.6,1995,190,5,27
2013,25000,17.45882353,2143,167.62,5,21
